,Date
136,2021-07-19 00:00:00
137,2021-07-26 00:00:00
138,2021-08-02 00:00:00
139,Month
140,2021-06-14 00:00:00
141,2021-06-21 00:00:00
142,2021-06-28 00:00:00
143,2021-07-05 00:00:00
144,Month
145,2020-02-03 00:00:00
146,2020-02-10 00:00:00
147,2020-02-17 00:00:00
148,2020-02-24 00:00:00
149,Month
150,2020-08-17 00:00:00
151,2020-08-24 00:00:00
152,2020-08-31 00:00:00
153,2020-09-07 00:00:00
154,Month
155,2021-05-10 00:00:00
156,2021-05-17 00:00:00
157,2021-05-24 00:00:00
158,2021-05-31 00:00:00
159,Month
160,2021-10-25 00:00:00
161,2021-11-01 00:00:00
162,2021-11-08 00:00:00
163,2021-11-15 00:00:00
164,Month
165,2023-02-06 00:00:00
166,2023-02-13 00:00:00
167,2023-02-20 00:00:00
168,2023-02-27 00:00:00
169,Month
170,2020-05-11 00:00:00
171,2020-05-18 00:00:00
172,2020-05-25 00:00:00
173,2020-06-01 00:00:00
174,Month
175,2019-08-26 00:00:00
176,2019-09-02 00:00:00
177,2019-09-09 00:00:00
178,2019-09-16 00:00:00
179,Month
180,2019-10-07 00:00:00
181,2019-10-14 00:00:00
182,2019-10-21 00:00:00
183,2019-10-28 00:00:00
184,Month
185,2019-02-11 00:00:00
186,2019-02-18 00:00:00
187,2019-02-25 00:00:00
188,2019-03-04 00:00:00
189,Month
190,2020-03-02 00:00:00
191,2020-03-09 00:00:00
192,2020-03-16 00:00:00
193,2020-03-23 00:00:00
194,Month
195,2019-03-04 00:00:00
196,2019-03-11 00:00:00
197,2019-03-18 00:00:00
198,2019-03-25 00:00:00
199,Month
200,2022-05-09 00:00:00
201,2022-05-16 00:00:00
202,2022-05-23 00:00:00
203,2022-05-30 00:00:00
204,Month
205,2021-05-31 00:00:00
206,2021-06-07 00:00:00
207,2021-06-14 00:00:00
208,2021-06-21 00:00:00
209,Month
210,2022-01-17 00:00:00
211,2022-01-24 00:00:00
212,2022-01-31 00:00:00
213,2022-02-07 00:00:00
214,Month
215,2021-08-23 00:00:00
216,2021-08-30 00:00:00
217,2021-09-06 00:00:00
218,2021-09-13 00:00:00
219,Month
220,2022-04-18 00:00:00
221,2022-04-25 00:00:00
222,2022-05-02 00:00:00
223,2022-05-09 00:00:00
224,Month
225,2022-02-28 00:00:00
226,2022-03-07 00:00:00
227,2022-03-14 00:00:00
228,2022-03-21 00:00:00
229,Month
230,2021-10-11 00:00:00
231,2021-10-18 00:00:00
232,2021-10-25 00:00:00
233,2021-11-01 00:00:00
234,Month
235,2022-11-21 00:00:00
236,2022-11-28 00:00:00
237,2022-12-05 00:00:00
238,2022-12-12 00:00:00
239,Month
240,2021-11-29 00:00:00
241,2021-12-06 00:00:00
242,2021-12-13 00:00:00
243,2021-12-20 00:00:00
244,Month
245,2019-03-18 00:00:00
246,2019-03-25 00:00:00
247,2019-04-01 00:00:00
248,2019-04-08 00:00:00
249,Month
250,2021-02-01 00:00:00
251,2021-02-08 00:00:00
252,2021-02-15 00:00:00
253,2021-02-22 00:00:00
254,Month
255,2019-03-25 00:00:00
256,2019-04-01 00:00:00
257,2019-04-08 00:00:00
258,2019-04-15 00:00:00
259,Month
260,2019-12-16 00:00:00
261,2019-12-23 00:00:00
262,2019-12-30 00:00:00
263,2020-01-06 00:00:00
264,Month
265,2021-11-01 00:00:00
266,2021-11-08 00:00:00
267,2021-11-15 00:00:00
268,2021-11-22 00:00:00
269,Month
270,2022-06-27 00:00:00
271,2022-07-04 00:00:00
272,2022-07-11 00:00:00
273,2022-07-18 00:00:00
274,Month
275,2020-08-24 00:00:00
276,2020-08-31 00:00:00
277,2020-09-07 00:00:00
278,2020-09-14 00:00:00
279,Month
280,2021-07-19 00:00:00
281,2021-07-26 00:00:00
282,2021-08-02 00:00:00
283,2021-08-09 00:00:00
284,Month
285,2019-04-29 00:00:00
286,2019-05-06 00:00:00
287,2019-05-13 00:00:00
288,2019-05-20 00:00:00
289,Month
290,2019-05-20 00:00:00
291,2019-05-27 00:00:00
292,2019-06-03 00:00:00
293,2019-06-10 00:00:00
294,Month
295,2020-03-16 00:00:00
296,2020-03-23 00:00:00
297,2020-03-30 00:00:00
298,2020-04-06 00:00:00
299,Month
300,2021-07-05 00:00:00
301,2021-07-12 00:00:00
302,2021-07-19 00:00:00
303,2021-07-26 00:00:00
304,Month
305,2021-03-29 00:00:00
306,2021-04-05 00:00:00
307,2021-04-12 00:00:00
308,2021-04-19 00:00:00
309,Month
310,2019-06-17 00:00:00
311,2019-06-24 00:00:00
312,2019-07-01 00:00:00
313,2019-07-08 00:00:00
314,Month
315,2020-11-09 00:00:00
316,2020-11-16 00:00:00
317,2020-11-23 00:00:00
318,2020-11-30 00:00:00
319,Month
320,2022-10-31 00:00:00
321,2022-11-07 00:00:00
322,2022-11-14 00:00:00
323,2022-11-21 00:00:00
324,Month
325,2020-04-13 00:00:00
326,2020-04-20 00:00:00
327,2020-04-27 00:00:00
328,2020-05-04 00:00:00
329,Month
330,2022-07-04 00:00:00
331,2022-07-11 00:00:00
332,2022-07-18 00:00:00
333,2022-07-25 00:00:00
334,Month
335,2022-09-19 00:00:00
336,2022-09-26 00:00:00
337,2022-10-03 00:00:00
338,2022-10-10 00:00:00
339,Month
340,2021-01-11 00:00:00
341,2021-01-18 00:00:00
342,2021-01-25 00:00:00
343,2021-02-01 00:00:00
344,Month
345,2020-11-02 00:00:00
346,2020-11-09 00:00:00
347,2020-11-16 00:00:00
348,2020-11-23 00:00:00
349,Month
350,2019-06-10 00:00:00
351,2019-06-17 00:00:00
352,2019-06-24 00:00:00
353,2019-07-01 00:00:00
354,Month
355,2021-03-08 00:00:00
356,2021-03-15 00:00:00
357,2021-03-22 00:00:00
358,2021-03-29 00:00:00
359,Month
360,2022-03-14 00:00:00
361,2022-03-21 00:00:00
362,2022-03-28 00:00:00
363,2022-04-04 00:00:00
364,Month
365,2022-03-07 00:00:00
366,2022-03-14 00:00:00
367,2022-03-21 00:00:00
368,2022-03-28 00:00:00
369,Month
370,2023-01-09 00:00:00
371,2023-01-16 00:00:00
372,2023-01-23 00:00:00
373,2023-01-30 00:00:00
374,Month
375,2022-08-08 00:00:00
376,2022-08-15 00:00:00
377,2022-08-22 00:00:00
378,2022-08-29 00:00:00
379,Month
380,2019-01-28 00:00:00
381,2019-02-04 00:00:00
382,2019-02-11 00:00:00
383,2019-02-18 00:00:00
384,Month
385,2021-05-17 00:00:00
386,2021-05-24 00:00:00
387,2021-05-31 00:00:00
388,2021-06-07 00:00:00
389,Month
390,2020-01-27 00:00:00
391,2020-02-03 00:00:00
392,2020-02-10 00:00:00
393,2020-02-17 00:00:00
394,Month
395,2020-04-06 00:00:00
396,2020-04-13 00:00:00
397,2020-04-20 00:00:00
398,2020-04-27 00:00:00
399,Month
400,2021-11-08 00:00:00
401,2021-11-15 00:00:00
402,2021-11-22 00:00:00
403,2021-11-29 00:00:00
404,Month
405,2022-11-28 00:00:00
406,2022-12-05 00:00:00
407,2022-12-12 00:00:00
408,2022-12-19 00:00:00
409,Month
410,2019-08-05 00:00:00
411,2019-08-12 00:00:00
412,2019-08-19 00:00:00
413,2019-08-26 00:00:00
414,Month
415,2022-12-26 00:00:00
416,2023-01-02 00:00:00
417,2023-01-09 00:00:00
418,2023-01-16 00:00:00
419,Month
420,2022-04-25 00:00:00
421,2022-05-02 00:00:00
422,2022-05-09 00:00:00
423,2022-05-16 00:00:00
424,Month
425,2021-09-20 00:00:00
426,2021-09-27 00:00:00
427,2021-10-04 00:00:00
428,2021-10-11 00:00:00
429,Month
430,2021-04-12 00:00:00
431,2021-04-19 00:00:00
432,2021-04-26 00:00:00
433,2021-05-03 00:00:00
434,Month
435,2020-09-14 00:00:00
436,2020-09-21 00:00:00
437,2020-09-28 00:00:00
438,2020-10-05 00:00:00
439,Month
440,2022-10-03 00:00:00
441,2022-10-10 00:00:00
442,2022-10-17 00:00:00
443,2022-10-24 00:00:00
444,Month
445,2019-09-23 00:00:00
446,2019-09-30 00:00:00
447,2019-10-07 00:00:00
448,2019-10-14 00:00:00
449,Month
450,2021-10-04 00:00:00
451,2021-10-11 00:00:00
452,2021-10-18 00:00:00
453,2021-10-25 00:00:00
454,Month
455,2022-01-31 00:00:00
456,2022-02-07 00:00:00
457,2022-02-14 00:00:00
458,2022-02-21 00:00:00
459,Month
460,2019-02-18 00:00:00
461,2019-02-25 00:00:00
462,2019-03-04 00:00:00
463,2019-03-11 00:00:00
464,Month
465,2022-06-20 00:00:00
466,2022-06-27 00:00:00
467,2022-07-04 00:00:00
468,2022-07-11 00:00:00
469,Month
470,2020-03-23 00:00:00
471,2020-03-30 00:00:00
472,2020-04-06 00:00:00
473,2020-04-13 00:00:00
474,Month
475,2023-01-30 00:00:00
476,2023-02-06 00:00:00
477,2023-02-13 00:00:00
478,2023-02-20 00:00:00
479,Month
480,2020-11-30 00:00:00
481,2020-12-07 00:00:00
482,2020-12-14 00:00:00
483,2020-12-21 00:00:00
484,Month
485,2019-11-11 00:00:00
486,2019-11-18 00:00:00
487,2019-11-25 00:00:00
488,2019-12-02 00:00:00
489,Month
490,2022-01-03 00:00:00
491,2022-01-10 00:00:00
492,2022-01-17 00:00:00
493,2022-01-24 00:00:00
494,Month
495,2020-04-27 00:00:00
496,2020-05-04 00:00:00
497,2020-05-11 00:00:00
498,2020-05-18 00:00:00
499,Month
500,2019-06-24 00:00:00
501,2019-07-01 00:00:00
502,2019-07-08 00:00:00
503,2019-07-15 00:00:00
504,Month
505,2020-09-07 00:00:00
506,2020-09-14 00:00:00
507,2020-09-21 00:00:00
508,2020-09-28 00:00:00
509,Month
510,2019-07-01 00:00:00
511,2019-07-08 00:00:00
512,2019-07-15 00:00:00
513,2019-07-22 00:00:00
514,Month
515,2019-09-16 00:00:00
516,2019-09-23 00:00:00
517,2019-09-30 00:00:00
518,2019-10-07 00:00:00
519,Month
520,2020-07-06 00:00:00
521,2020-07-13 00:00:00
522,2020-07-20 00:00:00
523,2020-07-27 00:00:00
524,Month
525,2022-04-11 00:00:00
526,2022-04-18 00:00:00
527,2022-04-25 00:00:00
528,2022-05-02 00:00:00
529,Month
530,2020-07-20 00:00:00
531,2020-07-27 00:00:00
532,2020-08-03 00:00:00
533,2020-08-10 00:00:00
534,Month
535,2022-09-26 00:00:00
536,2022-10-03 00:00:00
537,2022-10-10 00:00:00
538,2022-10-17 00:00:00
539,Month
540,2018-12-31 00:00:00
541,2019-01-07 00:00:00
542,2019-01-14 00:00:00
543,2019-01-21 00:00:00
544,Month
545,2020-02-24 00:00:00
546,2020-03-02 00:00:00
547,2020-03-09 00:00:00
548,2020-03-16 00:00:00
549,Month
550,2019-09-02 00:00:00
551,2019-09-09 00:00:00
552,2019-09-16 00:00:00
553,2019-09-23 00:00:00
554,Month
555,2021-02-22 00:00:00
556,2021-03-01 00:00:00
557,2021-03-08 00:00:00
558,2021-03-15 00:00:00
559,Month
560,2022-08-01 00:00:00
561,2022-08-08 00:00:00
562,2022-08-15 00:00:00
563,2022-08-22 00:00:00
564,Month
565,2019-05-27 00:00:00
566,2019-06-03 00:00:00
567,2019-06-10 00:00:00
568,2019-06-17 00:00:00
569,Month
570,2019-09-09 00:00:00
571,2019-09-16 00:00:00
572,2019-09-23 00:00:00
573,2019-09-30 00:00:00
574,Month
575,2019-09-30 00:00:00
576,2019-10-07 00:00:00
577,2019-10-14 00:00:00
578,2019-10-21 00:00:00
579,Month
580,2020-09-21 00:00:00
581,2020-09-28 00:00:00
582,2020-10-05 00:00:00
583,2020-10-12 00:00:00
584,Month
585,2021-03-01 00:00:00
586,2021-03-08 00:00:00
587,2021-03-15 00:00:00
588,2021-03-22 00:00:00
589,Month
590,2023-01-02 00:00:00
591,2023-01-09 00:00:00
592,2023-01-16 00:00:00
593,2023-01-23 00:00:00
594,Month
595,2022-06-06 00:00:00
596,2022-06-13 00:00:00
597,2022-06-20 00:00:00
598,2022-06-27 00:00:00
599,Month
600,2022-02-21 00:00:00
601,2022-02-28 00:00:00
602,2022-03-07 00:00:00
603,2022-03-14 00:00:00
604,Month
605,2022-07-11 00:00:00
606,2022-07-18 00:00:00
607,2022-07-25 00:00:00
608,2022-08-01 00:00:00
609,Month
610,2020-01-06 00:00:00
611,2020-01-13 00:00:00
612,2020-01-20 00:00:00
613,2020-01-27 00:00:00
614,Month
615,2021-01-25 00:00:00
616,2021-02-01 00:00:00
617,2021-02-08 00:00:00
618,2021-02-15 00:00:00
619,Month
620,2021-06-07 00:00:00
621,2021-06-14 00:00:00
622,2021-06-21 00:00:00
623,2021-06-28 00:00:00
624,Month
625,2022-11-14 00:00:00
626,2022-11-21 00:00:00
627,2022-11-28 00:00:00
628,2022-12-05 00:00:00
629,Month
630,2021-05-03 00:00:00
631,2021-05-10 00:00:00
632,2021-05-17 00:00:00
633,2021-05-24 00:00:00
634,Month
635,2019-12-09 00:00:00
636,2019-12-16 00:00:00
637,2019-12-23 00:00:00
638,2019-12-30 00:00:00
639,Month
640,2021-12-20 00:00:00
641,2021-12-27 00:00:00
642,2022-01-03 00:00:00
643,2022-01-10 00:00:00
644,Month
645,2022-06-13 00:00:00
646,2022-06-20 00:00:00
647,2022-06-27 00:00:00
648,2022-07-04 00:00:00
649,Month
650,2020-02-17 00:00:00
651,2020-02-24 00:00:00
652,2020-03-02 00:00:00
653,2020-03-09 00:00:00
654,Month
655,2019-06-03 00:00:00
656,2019-06-10 00:00:00
657,2019-06-17 00:00:00
658,2019-06-24 00:00:00
659,Month
660,2020-10-26 00:00:00
661,2020-11-02 00:00:00
662,2020-11-09 00:00:00
663,2020-11-16 00:00:00
664,Month
665,2019-07-15 00:00:00
666,2019-07-22 00:00:00
667,2019-07-29 00:00:00
668,2019-08-05 00:00:00
669,Month
670,2019-02-25 00:00:00
671,2019-03-04 00:00:00
672,2019-03-11 00:00:00
673,2019-03-18 00:00:00
674,Month
675,2022-05-30 00:00:00
676,2022-06-06 00:00:00
677,2022-06-13 00:00:00
678,2022-06-20 00:00:00
679,Month
680,2022-08-29 00:00:00
681,2022-09-05 00:00:00
682,2022-09-12 00:00:00
683,2022-09-19 00:00:00
684,Month
685,2022-09-12 00:00:00
686,2022-09-19 00:00:00
687,2022-09-26 00:00:00
688,2022-10-03 00:00:00
689,Month
690,2021-07-26 00:00:00
691,2021-08-02 00:00:00
692,2021-08-09 00:00:00
693,2021-08-16 00:00:00
694,Month
695,2021-11-15 00:00:00
696,2021-11-22 00:00:00
697,2021-11-29 00:00:00
698,2021-12-06 00:00:00
699,Month
700,2020-08-03 00:00:00
701,2020-08-10 00:00:00
702,2020-08-17 00:00:00
703,2020-08-24 00:00:00
704,Month
705,2019-01-21 00:00:00
706,2019-01-28 00:00:00
707,2019-02-04 00:00:00
708,2019-02-11 00:00:00
709,Month
710,2021-10-18 00:00:00
711,2021-10-25 00:00:00
712,2021-11-01 00:00:00
713,2021-11-08 00:00:00
714,Month
715,2020-05-04 00:00:00
716,2020-05-11 00:00:00
717,2020-05-18 00:00:00
718,2020-05-25 00:00:00
719,Month
720,2022-10-24 00:00:00
721,2022-10-31 00:00:00
722,2022-11-07 00:00:00
723,2022-11-14 00:00:00
724,Month
725,2022-10-10 00:00:00
726,2022-10-17 00:00:00
727,2022-10-24 00:00:00
728,2022-10-31 00:00:00
729,Month
730,2022-01-10 00:00:00
731,2022-01-17 00:00:00
732,2022-01-24 00:00:00
733,2022-01-31 00:00:00
734,Month
735,2020-02-10 00:00:00
736,2020-02-17 00:00:00
737,2020-02-24 00:00:00
738,2020-03-02 00:00:00
739,Month
740,2022-04-04 00:00:00
741,2022-04-11 00:00:00
742,2022-04-18 00:00:00
743,2022-04-25 00:00:00
744,Month
745,2022-10-17 00:00:00
746,2022-10-24 00:00:00
747,2022-10-31 00:00:00
748,2022-11-07 00:00:00
749,Month
750,2021-02-15 00:00:00
751,2021-02-22 00:00:00
752,2021-03-01 00:00:00
753,2021-03-08 00:00:00
754,Month
755,2022-02-07 00:00:00
756,2022-02-14 00:00:00
757,2022-02-21 00:00:00
758,2022-02-28 00:00:00
759,Month
760,2019-04-08 00:00:00
761,2019-04-15 00:00:00
762,2019-04-22 00:00:00
763,2019-04-29 00:00:00
764,Month
765,2022-12-05 00:00:00
766,2022-12-12 00:00:00
767,2022-12-19 00:00:00
768,2022-12-26 00:00:00
769,Month
770,2020-01-20 00:00:00
771,2020-01-27 00:00:00
772,2020-02-03 00:00:00
773,2020-02-10 00:00:00
774,Month
775,2019-05-06 00:00:00
776,2019-05-13 00:00:00
777,2019-05-20 00:00:00
778,2019-05-27 00:00:00
779,Month
780,2019-08-12 00:00:00
781,2019-08-19 00:00:00
782,2019-08-26 00:00:00
783,2019-09-02 00:00:00
784,Month
785,2020-08-10 00:00:00
786,2020-08-17 00:00:00
787,2020-08-24 00:00:00
788,2020-08-31 00:00:00
789,Month
790,2019-04-22 00:00:00
791,2019-04-29 00:00:00
792,2019-05-06 00:00:00
793,2019-05-13 00:00:00
794,Month
795,2020-03-30 00:00:00
796,2020-04-06 00:00:00
797,2020-04-13 00:00:00
798,2020-04-20 00:00:00
799,Month
800,2020-04-20 00:00:00
801,2020-04-27 00:00:00
802,2020-05-04 00:00:00
803,2020-05-11 00:00:00
804,Month
805,2019-12-23 00:00:00
806,2019-12-30 00:00:00
807,2020-01-06 00:00:00
808,2020-01-13 00:00:00
809,Month
810,2019-10-21 00:00:00
811,2019-10-28 00:00:00
812,2019-11-04 00:00:00
813,2019-11-11 00:00:00
814,Month
815,2020-07-13 00:00:00
816,2020-07-20 00:00:00
817,2020-07-27 00:00:00
818,2020-08-03 00:00:00
819,Month
820,2021-02-08 00:00:00
821,2021-02-15 00:00:00
822,2021-02-22 00:00:00
823,2021-03-01 00:00:00
824,Month
825,2019-12-30 00:00:00
826,2020-01-06 00:00:00
827,2020-01-13 00:00:00
828,2020-01-20 00:00:00
829,Month
830,2020-08-31 00:00:00
831,2020-09-07 00:00:00
832,2020-09-14 00:00:00
833,2020-09-21 00:00:00
834,Month
835,2020-10-12 00:00:00
836,2020-10-19 00:00:00
837,2020-10-26 00:00:00
838,2020-11-02 00:00:00
839,Month
840,2019-07-22 00:00:00
841,2019-07-29 00:00:00
842,2019-08-05 00:00:00
843,2019-08-12 00:00:00
844,Month
845,2022-05-16 00:00:00
846,2022-05-23 00:00:00
847,2022-05-30 00:00:00
848,2022-06-06 00:00:00
849,Month
850,2020-11-16 00:00:00
851,2020-11-23 00:00:00
852,2020-11-30 00:00:00
853,2020-12-07 00:00:00
854,Month
855,2021-06-21 00:00:00
856,2021-06-28 00:00:00
857,2021-07-05 00:00:00
858,2021-07-12 00:00:00
859,Month
860,2021-09-06 00:00:00
861,2021-09-13 00:00:00
862,2021-09-20 00:00:00
863,2021-09-27 00:00:00
864,Month
865,2022-07-25 00:00:00
866,2022-08-01 00:00:00
867,2022-08-08 00:00:00
868,2022-08-15 00:00:00
869,Month
870,2021-01-18 00:00:00
871,2021-01-25 00:00:00
872,2021-02-01 00:00:00
873,2021-02-08 00:00:00
874,Month
875,2022-03-28 00:00:00
876,2022-04-04 00:00:00
877,2022-04-11 00:00:00
878,2022-04-18 00:00:00
879,Month
880,2020-06-22 00:00:00
881,2020-06-29 00:00:00
882,2020-07-06 00:00:00
883,2020-07-13 00:00:00
884,Month
885,2020-10-19 00:00:00
886,2020-10-26 00:00:00
887,2020-11-02 00:00:00
888,2020-11-09 00:00:00
889,Month
890,2021-11-22 00:00:00
891,2021-11-29 00:00:00
892,2021-12-06 00:00:00
893,2021-12-13 00:00:00
894,Month
895,2019-04-01 00:00:00
896,2019-04-08 00:00:00
897,2019-04-15 00:00:00
898,2019-04-22 00:00:00
899,Month
900,2021-08-16 00:00:00
901,2021-08-23 00:00:00
902,2021-08-30 00:00:00
903,2021-09-06 00:00:00
904,Month
905,2021-05-24 00:00:00
906,2021-05-31 00:00:00
907,2021-06-07 00:00:00
908,2021-06-14 00:00:00
909,Month
910,2023-01-16 00:00:00
911,2023-01-23 00:00:00
912,2023-01-30 00:00:00
913,2023-02-06 00:00:00
914,Month
915,2022-05-23 00:00:00
916,2022-05-30 00:00:00
917,2022-06-06 00:00:00
918,2022-06-13 00:00:00
919,Month
920,2021-12-06 00:00:00
921,2021-12-13 00:00:00
922,2021-12-20 00:00:00
923,2021-12-27 00:00:00
924,Month
925,2019-07-29 00:00:00
926,2019-08-05 00:00:00
927,2019-08-12 00:00:00
928,2019-08-19 00:00:00
929,Month
930,2021-12-27 00:00:00
931,2022-01-03 00:00:00
932,2022-01-10 00:00:00
933,2022-01-17 00:00:00
934,Month
935,2021-12-13 00:00:00
936,2021-12-20 00:00:00
937,2021-12-27 00:00:00
938,2022-01-03 00:00:00
939,Month
940,2020-07-27 00:00:00
941,2020-08-03 00:00:00
942,2020-08-10 00:00:00
943,2020-08-17 00:00:00
944,Month
945,2020-11-23 00:00:00
946,2020-11-30 00:00:00
947,2020-12-07 00:00:00
948,2020-12-14 00:00:00
949,Month
950,2021-03-15 00:00:00
951,2021-03-22 00:00:00
952,2021-03-29 00:00:00
953,2021-04-05 00:00:00
954,Month
955,2019-05-13 00:00:00
956,2019-05-20 00:00:00
957,2019-05-27 00:00:00
958,2019-06-03 00:00:00
959,Month
960,2020-12-28 00:00:00
961,2021-01-04 00:00:00
962,2021-01-11 00:00:00
963,2021-01-18 00:00:00
964,Month
965,2022-07-18 00:00:00
966,2022-07-25 00:00:00
967,2022-08-01 00:00:00
968,2022-08-08 00:00:00
969,Month
970,2020-05-25 00:00:00
971,2020-06-01 00:00:00
972,2020-06-08 00:00:00
973,2020-06-15 00:00:00
974,Month
975,2021-01-04 00:00:00
976,2021-01-11 00:00:00
977,2021-01-18 00:00:00
978,2021-01-25 00:00:00
979,Month
980,2020-12-14 00:00:00
981,2020-12-21 00:00:00
982,2020-12-28 00:00:00
983,2021-01-04 00:00:00
984,Month
985,2019-10-28 00:00:00
986,2019-11-04 00:00:00
987,2019-11-11 00:00:00
988,2019-11-18 00:00:00
989,Month
990,2019-10-14 00:00:00
991,2019-10-21 00:00:00
992,2019-10-28 00:00:00
993,2019-11-04 00:00:00
994,Month
995,2019-03-11 00:00:00
996,2019-03-18 00:00:00
997,2019-03-25 00:00:00
998,2019-04-01 00:00:00
999,Month
1000,2022-08-15 00:00:00
1001,2022-08-22 00:00:00
1002,2022-08-29 00:00:00
1003,2022-09-05 00:00:00
1004,Month
1005,2019-08-19 00:00:00
1006,2019-08-26 00:00:00
1007,2019-09-02 00:00:00
1008,2019-09-09 00:00:00
1009,Month
1010,2020-03-09 00:00:00
1011,2020-03-16 00:00:00
1012,2020-03-23 00:00:00
1013,2020-03-30 00:00:00
1014,Month
1015,2019-04-15 00:00:00
1016,2019-04-22 00:00:00
1017,2019-04-29 00:00:00
1018,2019-05-06 00:00:00
1019,Month
1020,2020-06-15 00:00:00
1021,2020-06-22 00:00:00
1022,2020-06-29 00:00:00
1023,2020-07-06 00:00:00
1024,Month
1025,2019-11-04 00:00:00
1026,2019-11-11 00:00:00
1027,2019-11-18 00:00:00
1028,2019-11-25 00:00:00
1029,Month
1030,2021-09-27 00:00:00
1031,2021-10-04 00:00:00
1032,2021-10-11 00:00:00
1033,2021-10-18 00:00:00
1034,Month
1035,2022-05-02 00:00:00
1036,2022-05-09 00:00:00
1037,2022-05-16 00:00:00
1038,2022-05-23 00:00:00
1039,Month
1040,2020-05-18 00:00:00
1041,2020-05-25 00:00:00
1042,2020-06-01 00:00:00
1043,2020-06-08 00:00:00
1044,Month
1045,2021-03-22 00:00:00
1046,2021-03-29 00:00:00
1047,2021-04-05 00:00:00
1048,2021-04-12 00:00:00
1049,Month
1050,2022-01-24 00:00:00
1051,2022-01-31 00:00:00
1052,2022-02-07 00:00:00
1053,2022-02-14 00:00:00
1054,Month
1055,2019-11-18 00:00:00
1056,2019-11-25 00:00:00
1057,2019-12-02 00:00:00
1058,2019-12-09 00:00:00
1059,Month
1060,2020-12-07 00:00:00
1061,2020-12-14 00:00:00
1062,2020-12-21 00:00:00
1063,2020-12-28 00:00:00
1064,Month
1065,2019-01-07 00:00:00
1066,2019-01-14 00:00:00
1067,2019-01-21 00:00:00
1068,2019-01-28 00:00:00
1069,Month
