,Date
246,2021-10-11 00:00:00
247,2021-10-18 00:00:00
248,2021-10-25 00:00:00
249,Month
250,2019-12-30 00:00:00
251,2020-01-06 00:00:00
252,2020-01-13 00:00:00
253,2020-01-20 00:00:00
254,Month
255,2020-08-31 00:00:00
256,2020-09-07 00:00:00
257,2020-09-14 00:00:00
258,2020-09-21 00:00:00
259,Month
260,2020-05-25 00:00:00
261,2020-06-01 00:00:00
262,2020-06-08 00:00:00
263,2020-06-15 00:00:00
264,Month
265,2020-09-07 00:00:00
266,2020-09-14 00:00:00
267,2020-09-21 00:00:00
268,2020-09-28 00:00:00
269,Month
270,2021-04-12 00:00:00
271,2021-04-19 00:00:00
272,2021-04-26 00:00:00
273,2021-05-03 00:00:00
274,Month
275,2020-06-29 00:00:00
276,2020-07-06 00:00:00
277,2020-07-13 00:00:00
278,2020-07-20 00:00:00
279,Month
280,2022-07-18 00:00:00
281,2022-07-25 00:00:00
282,2022-08-01 00:00:00
283,2022-08-08 00:00:00
284,Month
285,2022-08-22 00:00:00
286,2022-08-29 00:00:00
287,2022-09-05 00:00:00
288,2022-09-12 00:00:00
289,Month
290,2022-08-08 00:00:00
291,2022-08-15 00:00:00
292,2022-08-22 00:00:00
293,2022-08-29 00:00:00
294,Month
295,2022-08-29 00:00:00
296,2022-09-05 00:00:00
297,2022-09-12 00:00:00
298,2022-09-19 00:00:00
299,Month
300,2021-03-22 00:00:00
301,2021-03-29 00:00:00
302,2021-04-05 00:00:00
303,2021-04-12 00:00:00
304,Month
305,2021-01-04 00:00:00
306,2021-01-11 00:00:00
307,2021-01-18 00:00:00
308,2021-01-25 00:00:00
309,Month
310,2021-11-08 00:00:00
311,2021-11-15 00:00:00
312,2021-11-22 00:00:00
313,2021-11-29 00:00:00
314,Month
315,2022-06-27 00:00:00
316,2022-07-04 00:00:00
317,2022-07-11 00:00:00
318,2022-07-18 00:00:00
319,Month
320,2022-12-05 00:00:00
321,2022-12-12 00:00:00
322,2022-12-19 00:00:00
323,2022-12-26 00:00:00
324,Month
325,2022-02-21 00:00:00
326,2022-02-28 00:00:00
327,2022-03-07 00:00:00
328,2022-03-14 00:00:00
329,Month
330,2021-11-29 00:00:00
331,2021-12-06 00:00:00
332,2021-12-13 00:00:00
333,2021-12-20 00:00:00
334,Month
335,2020-09-28 00:00:00
336,2020-10-05 00:00:00
337,2020-10-12 00:00:00
338,2020-10-19 00:00:00
339,Month
340,2021-09-13 00:00:00
341,2021-09-20 00:00:00
342,2021-09-27 00:00:00
343,2021-10-04 00:00:00
344,Month
345,2021-02-15 00:00:00
346,2021-02-22 00:00:00
347,2021-03-01 00:00:00
348,2021-03-08 00:00:00
349,Month
350,2020-06-01 00:00:00
351,2020-06-08 00:00:00
352,2020-06-15 00:00:00
353,2020-06-22 00:00:00
354,Month
355,2020-06-15 00:00:00
356,2020-06-22 00:00:00
357,2020-06-29 00:00:00
358,2020-07-06 00:00:00
359,Month
360,2020-04-27 00:00:00
361,2020-05-04 00:00:00
362,2020-05-11 00:00:00
363,2020-05-18 00:00:00
364,Month
365,2020-07-13 00:00:00
366,2020-07-20 00:00:00
367,2020-07-27 00:00:00
368,2020-08-03 00:00:00
369,Month
370,2020-02-24 00:00:00
371,2020-03-02 00:00:00
372,2020-03-09 00:00:00
373,2020-03-16 00:00:00
374,Month
375,2022-08-01 00:00:00
376,2022-08-08 00:00:00
377,2022-08-15 00:00:00
378,2022-08-22 00:00:00
379,Month
380,2021-08-16 00:00:00
381,2021-08-23 00:00:00
382,2021-08-30 00:00:00
383,2021-09-06 00:00:00
384,Month
385,2022-01-24 00:00:00
386,2022-01-31 00:00:00
387,2022-02-07 00:00:00
388,2022-02-14 00:00:00
389,Month
390,2021-12-20 00:00:00
391,2021-12-27 00:00:00
392,2022-01-03 00:00:00
393,2022-01-10 00:00:00
394,Month
395,2020-02-10 00:00:00
396,2020-02-17 00:00:00
397,2020-02-24 00:00:00
398,2020-03-02 00:00:00
399,Month
400,2022-03-07 00:00:00
401,2022-03-14 00:00:00
402,2022-03-21 00:00:00
403,2022-03-28 00:00:00
404,Month
405,2020-01-20 00:00:00
406,2020-01-27 00:00:00
407,2020-02-03 00:00:00
408,2020-02-10 00:00:00
409,Month
410,2022-10-10 00:00:00
411,2022-10-17 00:00:00
412,2022-10-24 00:00:00
413,2022-10-31 00:00:00
414,Month
415,2021-05-03 00:00:00
416,2021-05-10 00:00:00
417,2021-05-17 00:00:00
418,2021-05-24 00:00:00
419,Month
420,2022-11-21 00:00:00
421,2022-11-28 00:00:00
422,2022-12-05 00:00:00
423,2022-12-12 00:00:00
424,Month
425,2022-10-03 00:00:00
426,2022-10-10 00:00:00
427,2022-10-17 00:00:00
428,2022-10-24 00:00:00
429,Month
430,2022-01-31 00:00:00
431,2022-02-07 00:00:00
432,2022-02-14 00:00:00
433,2022-02-21 00:00:00
434,Month
435,2022-11-07 00:00:00
436,2022-11-14 00:00:00
437,2022-11-21 00:00:00
438,2022-11-28 00:00:00
439,Month
440,2022-06-06 00:00:00
441,2022-06-13 00:00:00
442,2022-06-20 00:00:00
443,2022-06-27 00:00:00
444,Month
445,2021-06-28 00:00:00
446,2021-07-05 00:00:00
447,2021-07-12 00:00:00
448,2021-07-19 00:00:00
449,Month
450,2021-02-08 00:00:00
451,2021-02-15 00:00:00
452,2021-02-22 00:00:00
453,2021-03-01 00:00:00
454,Month
455,2021-05-31 00:00:00
456,2021-06-07 00:00:00
457,2021-06-14 00:00:00
458,2021-06-21 00:00:00
459,Month
460,2022-11-14 00:00:00
461,2022-11-21 00:00:00
462,2022-11-28 00:00:00
463,2022-12-05 00:00:00
464,Month
465,2022-10-17 00:00:00
466,2022-10-24 00:00:00
467,2022-10-31 00:00:00
468,2022-11-07 00:00:00
469,Month
470,2022-04-11 00:00:00
471,2022-04-18 00:00:00
472,2022-04-25 00:00:00
473,2022-05-02 00:00:00
474,Month
475,2020-04-06 00:00:00
476,2020-04-13 00:00:00
477,2020-04-20 00:00:00
478,2020-04-27 00:00:00
479,Month
480,2021-10-25 00:00:00
481,2021-11-01 00:00:00
482,2021-11-08 00:00:00
483,2021-11-15 00:00:00
484,Month
485,2022-12-26 00:00:00
486,2023-01-02 00:00:00
487,2023-01-09 00:00:00
488,2023-01-16 00:00:00
489,Month
490,2021-01-18 00:00:00
491,2021-01-25 00:00:00
492,2021-02-01 00:00:00
493,2021-02-08 00:00:00
494,Month
495,2021-05-10 00:00:00
496,2021-05-17 00:00:00
497,2021-05-24 00:00:00
498,2021-05-31 00:00:00
499,Month
500,2020-05-04 00:00:00
501,2020-05-11 00:00:00
502,2020-05-18 00:00:00
503,2020-05-25 00:00:00
504,Month
505,2020-08-10 00:00:00
506,2020-08-17 00:00:00
507,2020-08-24 00:00:00
508,2020-08-31 00:00:00
509,Month
510,2021-08-09 00:00:00
511,2021-08-16 00:00:00
512,2021-08-23 00:00:00
513,2021-08-30 00:00:00
514,Month
515,2022-09-05 00:00:00
516,2022-09-12 00:00:00
517,2022-09-19 00:00:00
518,2022-09-26 00:00:00
519,Month
520,2021-09-06 00:00:00
521,2021-09-13 00:00:00
522,2021-09-20 00:00:00
523,2021-09-27 00:00:00
524,Month
525,2021-09-20 00:00:00
526,2021-09-27 00:00:00
527,2021-10-04 00:00:00
528,2021-10-11 00:00:00
529,Month
530,2020-04-20 00:00:00
531,2020-04-27 00:00:00
532,2020-05-04 00:00:00
533,2020-05-11 00:00:00
534,Month
535,2022-02-28 00:00:00
536,2022-03-07 00:00:00
537,2022-03-14 00:00:00
538,2022-03-21 00:00:00
539,Month
540,2021-03-29 00:00:00
541,2021-04-05 00:00:00
542,2021-04-12 00:00:00
543,2021-04-19 00:00:00
544,Month
545,2021-03-15 00:00:00
546,2021-03-22 00:00:00
547,2021-03-29 00:00:00
548,2021-04-05 00:00:00
549,Month
550,2023-01-16 00:00:00
551,2023-01-23 00:00:00
552,2023-01-30 00:00:00
553,2023-02-06 00:00:00
554,Month
555,2021-04-19 00:00:00
556,2021-04-26 00:00:00
557,2021-05-03 00:00:00
558,2021-05-10 00:00:00
559,Month
560,2020-12-07 00:00:00
561,2020-12-14 00:00:00
562,2020-12-21 00:00:00
563,2020-12-28 00:00:00
564,Month
565,2021-08-23 00:00:00
566,2021-08-30 00:00:00
567,2021-09-06 00:00:00
568,2021-09-13 00:00:00
569,Month
570,2020-12-21 00:00:00
571,2020-12-28 00:00:00
572,2021-01-04 00:00:00
573,2021-01-11 00:00:00
574,Month
575,2023-02-06 00:00:00
576,2023-02-13 00:00:00
577,2023-02-20 00:00:00
578,2023-02-27 00:00:00
579,Month
580,2020-11-09 00:00:00
581,2020-11-16 00:00:00
582,2020-11-23 00:00:00
583,2020-11-30 00:00:00
584,Month
585,2020-10-05 00:00:00
586,2020-10-12 00:00:00
587,2020-10-19 00:00:00
588,2020-10-26 00:00:00
589,Month
590,2021-11-01 00:00:00
591,2021-11-08 00:00:00
592,2021-11-15 00:00:00
593,2021-11-22 00:00:00
594,Month
595,2020-10-19 00:00:00
596,2020-10-26 00:00:00
597,2020-11-02 00:00:00
598,2020-11-09 00:00:00
599,Month
600,2021-07-12 00:00:00
601,2021-07-19 00:00:00
602,2021-07-26 00:00:00
603,2021-08-02 00:00:00
604,Month
605,2022-01-10 00:00:00
606,2022-01-17 00:00:00
607,2022-01-24 00:00:00
608,2022-01-31 00:00:00
609,Month
610,2020-12-14 00:00:00
611,2020-12-21 00:00:00
612,2020-12-28 00:00:00
613,2021-01-04 00:00:00
614,Month
615,2022-05-16 00:00:00
616,2022-05-23 00:00:00
617,2022-05-30 00:00:00
618,2022-06-06 00:00:00
619,Month
620,2022-02-07 00:00:00
621,2022-02-14 00:00:00
622,2022-02-21 00:00:00
623,2022-02-28 00:00:00
624,Month
625,2020-12-28 00:00:00
626,2021-01-04 00:00:00
627,2021-01-11 00:00:00
628,2021-01-18 00:00:00
629,Month
630,2021-08-30 00:00:00
631,2021-09-06 00:00:00
632,2021-09-13 00:00:00
633,2021-09-20 00:00:00
634,Month
635,2022-04-25 00:00:00
636,2022-05-02 00:00:00
637,2022-05-09 00:00:00
638,2022-05-16 00:00:00
639,Month
640,2021-10-11 00:00:00
641,2021-10-18 00:00:00
642,2021-10-25 00:00:00
643,2021-11-01 00:00:00
644,Month
645,2020-07-20 00:00:00
646,2020-07-27 00:00:00
647,2020-08-03 00:00:00
648,2020-08-10 00:00:00
649,Month
650,2022-07-25 00:00:00
651,2022-08-01 00:00:00
652,2022-08-08 00:00:00
653,2022-08-15 00:00:00
654,Month
655,2021-11-15 00:00:00
656,2021-11-22 00:00:00
657,2021-11-29 00:00:00
658,2021-12-06 00:00:00
659,Month
660,2022-06-20 00:00:00
661,2022-06-27 00:00:00
662,2022-07-04 00:00:00
663,2022-07-11 00:00:00
664,Month
665,2022-01-17 00:00:00
666,2022-01-24 00:00:00
667,2022-01-31 00:00:00
668,2022-02-07 00:00:00
669,Month
670,2021-06-21 00:00:00
671,2021-06-28 00:00:00
672,2021-07-05 00:00:00
673,2021-07-12 00:00:00
674,Month
675,2021-10-18 00:00:00
676,2021-10-25 00:00:00
677,2021-11-01 00:00:00
678,2021-11-08 00:00:00
679,Month
680,2020-03-30 00:00:00
681,2020-04-06 00:00:00
682,2020-04-13 00:00:00
683,2020-04-20 00:00:00
684,Month
685,2022-08-15 00:00:00
686,2022-08-22 00:00:00
687,2022-08-29 00:00:00
688,2022-09-05 00:00:00
689,Month
690,2022-05-23 00:00:00
691,2022-05-30 00:00:00
692,2022-06-06 00:00:00
693,2022-06-13 00:00:00
694,Month
695,2023-01-30 00:00:00
696,2023-02-06 00:00:00
697,2023-02-13 00:00:00
698,2023-02-20 00:00:00
699,Month
700,2020-07-27 00:00:00
701,2020-08-03 00:00:00
702,2020-08-10 00:00:00
703,2020-08-17 00:00:00
704,Month
705,2021-07-26 00:00:00
706,2021-08-02 00:00:00
707,2021-08-09 00:00:00
708,2021-08-16 00:00:00
709,Month
710,2021-11-22 00:00:00
711,2021-11-29 00:00:00
712,2021-12-06 00:00:00
713,2021-12-13 00:00:00
714,Month
715,2022-03-14 00:00:00
716,2022-03-21 00:00:00
717,2022-03-28 00:00:00
718,2022-04-04 00:00:00
719,Month
720,2020-05-11 00:00:00
721,2020-05-18 00:00:00
722,2020-05-25 00:00:00
723,2020-06-01 00:00:00
724,Month
725,2021-12-27 00:00:00
726,2022-01-03 00:00:00
727,2022-01-10 00:00:00
728,2022-01-17 00:00:00
729,Month
730,2021-05-24 00:00:00
731,2021-05-31 00:00:00
732,2021-06-07 00:00:00
733,2021-06-14 00:00:00
734,Month
735,2022-01-03 00:00:00
736,2022-01-10 00:00:00
737,2022-01-17 00:00:00
738,2022-01-24 00:00:00
739,Month
740,2021-12-13 00:00:00
741,2021-12-20 00:00:00
742,2021-12-27 00:00:00
743,2022-01-03 00:00:00
744,Month
745,2020-10-26 00:00:00
746,2020-11-02 00:00:00
747,2020-11-09 00:00:00
748,2020-11-16 00:00:00
749,Month
750,2020-10-12 00:00:00
751,2020-10-19 00:00:00
752,2020-10-26 00:00:00
753,2020-11-02 00:00:00
754,Month
755,2020-03-09 00:00:00
756,2020-03-16 00:00:00
757,2020-03-23 00:00:00
758,2020-03-30 00:00:00
759,Month
760,2020-08-17 00:00:00
761,2020-08-24 00:00:00
762,2020-08-31 00:00:00
763,2020-09-07 00:00:00
764,Month
765,2021-03-08 00:00:00
766,2021-03-15 00:00:00
767,2021-03-22 00:00:00
768,2021-03-29 00:00:00
769,Month
770,2020-04-13 00:00:00
771,2020-04-20 00:00:00
772,2020-04-27 00:00:00
773,2020-05-04 00:00:00
774,Month
775,2021-06-14 00:00:00
776,2021-06-21 00:00:00
777,2021-06-28 00:00:00
778,2021-07-05 00:00:00
779,Month
780,2020-11-02 00:00:00
781,2020-11-09 00:00:00
782,2020-11-16 00:00:00
783,2020-11-23 00:00:00
784,Month
785,2022-09-26 00:00:00
786,2022-10-03 00:00:00
787,2022-10-10 00:00:00
788,2022-10-17 00:00:00
789,Month
790,2021-05-17 00:00:00
791,2021-05-24 00:00:00
792,2021-05-31 00:00:00
793,2021-06-07 00:00:00
794,Month
795,2022-03-21 00:00:00
796,2022-03-28 00:00:00
797,2022-04-04 00:00:00
798,2022-04-11 00:00:00
799,Month
800,2023-01-23 00:00:00
801,2023-01-30 00:00:00
802,2023-02-06 00:00:00
803,2023-02-13 00:00:00
804,Month
805,2020-11-16 00:00:00
806,2020-11-23 00:00:00
807,2020-11-30 00:00:00
808,2020-12-07 00:00:00
809,Month
810,2021-12-06 00:00:00
811,2021-12-13 00:00:00
812,2021-12-20 00:00:00
813,2021-12-27 00:00:00
814,Month
815,2020-01-06 00:00:00
816,2020-01-13 00:00:00
817,2020-01-20 00:00:00
818,2020-01-27 00:00:00
819,Month
820,2020-11-23 00:00:00
821,2020-11-30 00:00:00
822,2020-12-07 00:00:00
823,2020-12-14 00:00:00
824,Month
