,Date
0,Month
27,2019-07-08 00:00:00
28,2019-07-15 00:00:00
29,2019-07-22 00:00:00
0,Month
28,2019-07-15 00:00:00
29,2019-07-22 00:00:00
30,2019-07-29 00:00:00
0,Month
29,2019-07-22 00:00:00
30,2019-07-29 00:00:00
31,2019-08-05 00:00:00
0,Month
30,2019-07-29 00:00:00
31,2019-08-05 00:00:00
32,2019-08-12 00:00:00
0,Month
31,2019-08-05 00:00:00
32,2019-08-12 00:00:00
33,2019-08-19 00:00:00
0,Month
32,2019-08-12 00:00:00
33,2019-08-19 00:00:00
34,2019-08-26 00:00:00
0,Month
33,2019-08-19 00:00:00
34,2019-08-26 00:00:00
35,2019-09-02 00:00:00
0,Month
34,2019-08-26 00:00:00
35,2019-09-02 00:00:00
36,2019-09-09 00:00:00
0,Month
35,2019-09-02 00:00:00
36,2019-09-09 00:00:00
37,2019-09-16 00:00:00
0,Month
36,2019-09-09 00:00:00
37,2019-09-16 00:00:00
38,2019-09-23 00:00:00
0,Month
37,2019-09-16 00:00:00
38,2019-09-23 00:00:00
39,2019-09-30 00:00:00
0,Month
38,2019-09-23 00:00:00
39,2019-09-30 00:00:00
40,2019-10-07 00:00:00
0,Month
39,2019-09-30 00:00:00
40,2019-10-07 00:00:00
41,2019-10-14 00:00:00
0,Month
40,2019-10-07 00:00:00
41,2019-10-14 00:00:00
42,2019-10-21 00:00:00
0,Month
41,2019-10-14 00:00:00
42,2019-10-21 00:00:00
43,2019-10-28 00:00:00
0,Month
42,2019-10-21 00:00:00
43,2019-10-28 00:00:00
44,2019-11-04 00:00:00
0,Month
43,2019-10-28 00:00:00
44,2019-11-04 00:00:00
45,2019-11-11 00:00:00
0,Month
44,2019-11-04 00:00:00
45,2019-11-11 00:00:00
46,2019-11-18 00:00:00
0,Month
45,2019-11-11 00:00:00
46,2019-11-18 00:00:00
47,2019-11-25 00:00:00
0,Month
46,2019-11-18 00:00:00
47,2019-11-25 00:00:00
48,2019-12-02 00:00:00
0,Month
47,2019-11-25 00:00:00
48,2019-12-02 00:00:00
49,2019-12-09 00:00:00
0,Month
48,2019-12-02 00:00:00
49,2019-12-09 00:00:00
50,2019-12-16 00:00:00
0,Month
49,2019-12-09 00:00:00
50,2019-12-16 00:00:00
51,2019-12-23 00:00:00
0,Month
50,2019-12-16 00:00:00
51,2019-12-23 00:00:00
52,2019-12-30 00:00:00
0,Month
51,2019-12-23 00:00:00
52,2019-12-30 00:00:00
53,2020-01-06 00:00:00
0,Month
52,2019-12-30 00:00:00
53,2020-01-06 00:00:00
54,2020-01-13 00:00:00
0,Month
53,2020-01-06 00:00:00
54,2020-01-13 00:00:00
55,2020-01-20 00:00:00
0,Month
54,2020-01-13 00:00:00
55,2020-01-20 00:00:00
56,2020-01-27 00:00:00
0,Month
55,2020-01-20 00:00:00
56,2020-01-27 00:00:00
57,2020-02-03 00:00:00
0,Month
56,2020-01-27 00:00:00
57,2020-02-03 00:00:00
58,2020-02-10 00:00:00
0,Month
57,2020-02-03 00:00:00
58,2020-02-10 00:00:00
59,2020-02-17 00:00:00
0,Month
58,2020-02-10 00:00:00
59,2020-02-17 00:00:00
60,2020-02-24 00:00:00
0,Month
59,2020-02-17 00:00:00
60,2020-02-24 00:00:00
61,2020-03-02 00:00:00
0,Month
60,2020-02-24 00:00:00
61,2020-03-02 00:00:00
62,2020-03-09 00:00:00
0,Month
61,2020-03-02 00:00:00
62,2020-03-09 00:00:00
63,2020-03-16 00:00:00
0,Month
62,2020-03-09 00:00:00
63,2020-03-16 00:00:00
64,2020-03-23 00:00:00
0,Month
63,2020-03-16 00:00:00
64,2020-03-23 00:00:00
65,2020-03-30 00:00:00
0,Month
64,2020-03-23 00:00:00
65,2020-03-30 00:00:00
66,2020-04-06 00:00:00
0,Month
65,2020-03-30 00:00:00
66,2020-04-06 00:00:00
67,2020-04-13 00:00:00
0,Month
66,2020-04-06 00:00:00
67,2020-04-13 00:00:00
68,2020-04-20 00:00:00
0,Month
67,2020-04-13 00:00:00
68,2020-04-20 00:00:00
69,2020-04-27 00:00:00
0,Month
68,2020-04-20 00:00:00
69,2020-04-27 00:00:00
70,2020-05-04 00:00:00
0,Month
69,2020-04-27 00:00:00
70,2020-05-04 00:00:00
71,2020-05-11 00:00:00
0,Month
70,2020-05-04 00:00:00
71,2020-05-11 00:00:00
72,2020-05-18 00:00:00
0,Month
71,2020-05-11 00:00:00
72,2020-05-18 00:00:00
73,2020-05-25 00:00:00
0,Month
72,2020-05-18 00:00:00
73,2020-05-25 00:00:00
74,2020-06-01 00:00:00
0,Month
73,2020-05-25 00:00:00
74,2020-06-01 00:00:00
75,2020-06-08 00:00:00
0,Month
74,2020-06-01 00:00:00
75,2020-06-08 00:00:00
76,2020-06-15 00:00:00
0,Month
75,2020-06-08 00:00:00
76,2020-06-15 00:00:00
77,2020-06-22 00:00:00
0,Month
76,2020-06-15 00:00:00
77,2020-06-22 00:00:00
78,2020-06-29 00:00:00
0,Month
77,2020-06-22 00:00:00
78,2020-06-29 00:00:00
79,2020-07-06 00:00:00
0,Month
78,2020-06-29 00:00:00
79,2020-07-06 00:00:00
80,2020-07-13 00:00:00
0,Month
79,2020-07-06 00:00:00
80,2020-07-13 00:00:00
81,2020-07-20 00:00:00
0,Month
80,2020-07-13 00:00:00
81,2020-07-20 00:00:00
82,2020-07-27 00:00:00
0,Month
81,2020-07-20 00:00:00
82,2020-07-27 00:00:00
83,2020-08-03 00:00:00
0,Month
82,2020-07-27 00:00:00
83,2020-08-03 00:00:00
84,2020-08-10 00:00:00
0,Month
83,2020-08-03 00:00:00
84,2020-08-10 00:00:00
85,2020-08-17 00:00:00
0,Month
84,2020-08-10 00:00:00
85,2020-08-17 00:00:00
86,2020-08-24 00:00:00
0,Month
85,2020-08-17 00:00:00
86,2020-08-24 00:00:00
87,2020-08-31 00:00:00
0,Month
86,2020-08-24 00:00:00
87,2020-08-31 00:00:00
88,2020-09-07 00:00:00
0,Month
87,2020-08-31 00:00:00
88,2020-09-07 00:00:00
89,2020-09-14 00:00:00
0,Month
88,2020-09-07 00:00:00
89,2020-09-14 00:00:00
90,2020-09-21 00:00:00
0,Month
89,2020-09-14 00:00:00
90,2020-09-21 00:00:00
91,2020-09-28 00:00:00
0,Month
90,2020-09-21 00:00:00
91,2020-09-28 00:00:00
92,2020-10-05 00:00:00
0,Month
91,2020-09-28 00:00:00
92,2020-10-05 00:00:00
93,2020-10-12 00:00:00
0,Month
92,2020-10-05 00:00:00
93,2020-10-12 00:00:00
94,2020-10-19 00:00:00
0,Month
93,2020-10-12 00:00:00
94,2020-10-19 00:00:00
95,2020-10-26 00:00:00
0,Month
94,2020-10-19 00:00:00
95,2020-10-26 00:00:00
96,2020-11-02 00:00:00
0,Month
95,2020-10-26 00:00:00
96,2020-11-02 00:00:00
97,2020-11-09 00:00:00
0,Month
96,2020-11-02 00:00:00
97,2020-11-09 00:00:00
98,2020-11-16 00:00:00
0,Month
97,2020-11-09 00:00:00
98,2020-11-16 00:00:00
99,2020-11-23 00:00:00
0,Month
98,2020-11-16 00:00:00
99,2020-11-23 00:00:00
100,2020-11-30 00:00:00
0,Month
99,2020-11-23 00:00:00
100,2020-11-30 00:00:00
101,2020-12-07 00:00:00
0,Month
100,2020-11-30 00:00:00
101,2020-12-07 00:00:00
102,2020-12-14 00:00:00
0,Month
101,2020-12-07 00:00:00
102,2020-12-14 00:00:00
103,2020-12-21 00:00:00
0,Month
102,2020-12-14 00:00:00
103,2020-12-21 00:00:00
104,2020-12-28 00:00:00
0,Month
103,2020-12-21 00:00:00
104,2020-12-28 00:00:00
105,2021-01-04 00:00:00
0,Month
104,2020-12-28 00:00:00
105,2021-01-04 00:00:00
106,2021-01-11 00:00:00
0,Month
105,2021-01-04 00:00:00
106,2021-01-11 00:00:00
107,2021-01-18 00:00:00
0,Month
106,2021-01-11 00:00:00
107,2021-01-18 00:00:00
108,2021-01-25 00:00:00
0,Month
107,2021-01-18 00:00:00
108,2021-01-25 00:00:00
109,2021-02-01 00:00:00
0,Month
108,2021-01-25 00:00:00
109,2021-02-01 00:00:00
110,2021-02-08 00:00:00
0,Month
109,2021-02-01 00:00:00
110,2021-02-08 00:00:00
111,2021-02-15 00:00:00
0,Month
110,2021-02-08 00:00:00
111,2021-02-15 00:00:00
112,2021-02-22 00:00:00
0,Month
111,2021-02-15 00:00:00
112,2021-02-22 00:00:00
113,2021-03-01 00:00:00
0,Month
112,2021-02-22 00:00:00
113,2021-03-01 00:00:00
114,2021-03-08 00:00:00
0,Month
113,2021-03-01 00:00:00
114,2021-03-08 00:00:00
115,2021-03-15 00:00:00
0,Month
114,2021-03-08 00:00:00
115,2021-03-15 00:00:00
116,2021-03-22 00:00:00
0,Month
115,2021-03-15 00:00:00
116,2021-03-22 00:00:00
117,2021-03-29 00:00:00
0,Month
116,2021-03-22 00:00:00
117,2021-03-29 00:00:00
118,2021-04-05 00:00:00
0,Month
117,2021-03-29 00:00:00
118,2021-04-05 00:00:00
119,2021-04-12 00:00:00
0,Month
118,2021-04-05 00:00:00
119,2021-04-12 00:00:00
120,2021-04-19 00:00:00
0,Month
119,2021-04-12 00:00:00
120,2021-04-19 00:00:00
121,2021-04-26 00:00:00
0,Month
120,2021-04-19 00:00:00
121,2021-04-26 00:00:00
122,2021-05-03 00:00:00
0,Month
121,2021-04-26 00:00:00
122,2021-05-03 00:00:00
123,2021-05-10 00:00:00
0,Month
122,2021-05-03 00:00:00
123,2021-05-10 00:00:00
124,2021-05-17 00:00:00
0,Month
123,2021-05-10 00:00:00
124,2021-05-17 00:00:00
125,2021-05-24 00:00:00
0,Month
124,2021-05-17 00:00:00
125,2021-05-24 00:00:00
126,2021-05-31 00:00:00
0,Month
125,2021-05-24 00:00:00
126,2021-05-31 00:00:00
127,2021-06-07 00:00:00
0,Month
126,2021-05-31 00:00:00
127,2021-06-07 00:00:00
128,2021-06-14 00:00:00
0,Month
127,2021-06-07 00:00:00
128,2021-06-14 00:00:00
129,2021-06-21 00:00:00
0,Month
128,2021-06-14 00:00:00
129,2021-06-21 00:00:00
130,2021-06-28 00:00:00
0,Month
129,2021-06-21 00:00:00
130,2021-06-28 00:00:00
131,2021-07-05 00:00:00
0,Month
130,2021-06-28 00:00:00
131,2021-07-05 00:00:00
132,2021-07-12 00:00:00
0,Month
131,2021-07-05 00:00:00
132,2021-07-12 00:00:00
133,2021-07-19 00:00:00
0,Month
132,2021-07-12 00:00:00
133,2021-07-19 00:00:00
134,2021-07-26 00:00:00
0,Month
133,2021-07-19 00:00:00
134,2021-07-26 00:00:00
135,2021-08-02 00:00:00
0,Month
134,2021-07-26 00:00:00
135,2021-08-02 00:00:00
136,2021-08-09 00:00:00
0,Month
135,2021-08-02 00:00:00
136,2021-08-09 00:00:00
137,2021-08-16 00:00:00
0,Month
136,2021-08-09 00:00:00
137,2021-08-16 00:00:00
138,2021-08-23 00:00:00
0,Month
137,2021-08-16 00:00:00
138,2021-08-23 00:00:00
139,2021-08-30 00:00:00
0,Month
138,2021-08-23 00:00:00
139,2021-08-30 00:00:00
140,2021-09-06 00:00:00
0,Month
139,2021-08-30 00:00:00
140,2021-09-06 00:00:00
141,2021-09-13 00:00:00
0,Month
140,2021-09-06 00:00:00
141,2021-09-13 00:00:00
142,2021-09-20 00:00:00
0,Month
141,2021-09-13 00:00:00
142,2021-09-20 00:00:00
143,2021-09-27 00:00:00
0,Month
142,2021-09-20 00:00:00
143,2021-09-27 00:00:00
144,2021-10-04 00:00:00
0,Month
143,2021-09-27 00:00:00
144,2021-10-04 00:00:00
145,2021-10-11 00:00:00
0,Month
144,2021-10-04 00:00:00
145,2021-10-11 00:00:00
146,2021-10-18 00:00:00
0,Month
145,2021-10-11 00:00:00
146,2021-10-18 00:00:00
147,2021-10-25 00:00:00
0,Month
146,2021-10-18 00:00:00
147,2021-10-25 00:00:00
148,2021-11-01 00:00:00
0,Month
147,2021-10-25 00:00:00
148,2021-11-01 00:00:00
149,2021-11-08 00:00:00
0,Month
148,2021-11-01 00:00:00
149,2021-11-08 00:00:00
150,2021-11-15 00:00:00
0,Month
149,2021-11-08 00:00:00
150,2021-11-15 00:00:00
151,2021-11-22 00:00:00
0,Month
150,2021-11-15 00:00:00
151,2021-11-22 00:00:00
152,2021-11-29 00:00:00
0,Month
151,2021-11-22 00:00:00
152,2021-11-29 00:00:00
153,2021-12-06 00:00:00
0,Month
152,2021-11-29 00:00:00
153,2021-12-06 00:00:00
154,2021-12-13 00:00:00
0,Month
153,2021-12-06 00:00:00
154,2021-12-13 00:00:00
155,2021-12-20 00:00:00
0,Month
154,2021-12-13 00:00:00
155,2021-12-20 00:00:00
156,2021-12-27 00:00:00
0,Month
155,2021-12-20 00:00:00
156,2021-12-27 00:00:00
157,2022-01-03 00:00:00
0,Month
156,2021-12-27 00:00:00
157,2022-01-03 00:00:00
158,2022-01-10 00:00:00
0,Month
157,2022-01-03 00:00:00
158,2022-01-10 00:00:00
159,2022-01-17 00:00:00
0,Month
158,2022-01-10 00:00:00
159,2022-01-17 00:00:00
160,2022-01-24 00:00:00
0,Month
159,2022-01-17 00:00:00
160,2022-01-24 00:00:00
161,2022-01-31 00:00:00
0,Month
160,2022-01-24 00:00:00
161,2022-01-31 00:00:00
162,2022-02-07 00:00:00
0,Month
161,2022-01-31 00:00:00
162,2022-02-07 00:00:00
163,2022-02-14 00:00:00
0,Month
162,2022-02-07 00:00:00
163,2022-02-14 00:00:00
164,2022-02-21 00:00:00
0,Month
163,2022-02-14 00:00:00
164,2022-02-21 00:00:00
165,2022-02-28 00:00:00
0,Month
164,2022-02-21 00:00:00
165,2022-02-28 00:00:00
166,2022-03-07 00:00:00
0,Month
165,2022-02-28 00:00:00
166,2022-03-07 00:00:00
167,2022-03-14 00:00:00
0,Month
166,2022-03-07 00:00:00
167,2022-03-14 00:00:00
168,2022-03-21 00:00:00
0,Month
167,2022-03-14 00:00:00
168,2022-03-21 00:00:00
169,2022-03-28 00:00:00
0,Month
168,2022-03-21 00:00:00
169,2022-03-28 00:00:00
170,2022-04-04 00:00:00
0,Month
169,2022-03-28 00:00:00
170,2022-04-04 00:00:00
171,2022-04-11 00:00:00
0,Month
170,2022-04-04 00:00:00
171,2022-04-11 00:00:00
172,2022-04-18 00:00:00
0,Month
171,2022-04-11 00:00:00
172,2022-04-18 00:00:00
173,2022-04-25 00:00:00
0,Month
172,2022-04-18 00:00:00
173,2022-04-25 00:00:00
174,2022-05-02 00:00:00
0,Month
173,2022-04-25 00:00:00
174,2022-05-02 00:00:00
175,2022-05-09 00:00:00
0,Month
174,2022-05-02 00:00:00
175,2022-05-09 00:00:00
176,2022-05-16 00:00:00
0,Month
175,2022-05-09 00:00:00
176,2022-05-16 00:00:00
177,2022-05-23 00:00:00
0,Month
176,2022-05-16 00:00:00
177,2022-05-23 00:00:00
178,2022-05-30 00:00:00
0,Month
177,2022-05-23 00:00:00
178,2022-05-30 00:00:00
179,2022-06-06 00:00:00
0,Month
178,2022-05-30 00:00:00
179,2022-06-06 00:00:00
180,2022-06-13 00:00:00
0,Month
179,2022-06-06 00:00:00
180,2022-06-13 00:00:00
181,2022-06-20 00:00:00
0,Month
180,2022-06-13 00:00:00
181,2022-06-20 00:00:00
182,2022-06-27 00:00:00
0,Month
181,2022-06-20 00:00:00
182,2022-06-27 00:00:00
183,2022-07-04 00:00:00
0,Month
182,2022-06-27 00:00:00
183,2022-07-04 00:00:00
184,2022-07-11 00:00:00
0,Month
183,2022-07-04 00:00:00
184,2022-07-11 00:00:00
185,2022-07-18 00:00:00
0,Month
184,2022-07-11 00:00:00
185,2022-07-18 00:00:00
186,2022-07-25 00:00:00
0,Month
185,2022-07-18 00:00:00
186,2022-07-25 00:00:00
187,2022-08-01 00:00:00
0,Month
186,2022-07-25 00:00:00
187,2022-08-01 00:00:00
188,2022-08-08 00:00:00
0,Month
187,2022-08-01 00:00:00
188,2022-08-08 00:00:00
189,2022-08-15 00:00:00
0,Month
188,2022-08-08 00:00:00
189,2022-08-15 00:00:00
190,2022-08-22 00:00:00
0,Month
189,2022-08-15 00:00:00
190,2022-08-22 00:00:00
191,2022-08-29 00:00:00
0,Month
190,2022-08-22 00:00:00
191,2022-08-29 00:00:00
192,2022-09-05 00:00:00
0,Month
191,2022-08-29 00:00:00
192,2022-09-05 00:00:00
193,2022-09-12 00:00:00
0,Month
192,2022-09-05 00:00:00
193,2022-09-12 00:00:00
194,2022-09-19 00:00:00
0,Month
193,2022-09-12 00:00:00
194,2022-09-19 00:00:00
195,2022-09-26 00:00:00
0,Month
194,2022-09-19 00:00:00
195,2022-09-26 00:00:00
196,2022-10-03 00:00:00
0,Month
195,2022-09-26 00:00:00
196,2022-10-03 00:00:00
197,2022-10-10 00:00:00
0,Month
196,2022-10-03 00:00:00
197,2022-10-10 00:00:00
198,2022-10-17 00:00:00
0,Month
197,2022-10-10 00:00:00
198,2022-10-17 00:00:00
199,2022-10-24 00:00:00
0,Month
198,2022-10-17 00:00:00
199,2022-10-24 00:00:00
200,2022-10-31 00:00:00
0,Month
199,2022-10-24 00:00:00
200,2022-10-31 00:00:00
201,2022-11-07 00:00:00
0,Month
200,2022-10-31 00:00:00
201,2022-11-07 00:00:00
202,2022-11-14 00:00:00
0,Month
201,2022-11-07 00:00:00
202,2022-11-14 00:00:00
203,2022-11-21 00:00:00
0,Month
202,2022-11-14 00:00:00
203,2022-11-21 00:00:00
204,2022-11-28 00:00:00
0,Month
203,2022-11-21 00:00:00
204,2022-11-28 00:00:00
205,2022-12-05 00:00:00
0,Month
204,2022-11-28 00:00:00
205,2022-12-05 00:00:00
206,2022-12-12 00:00:00
0,Month
205,2022-12-05 00:00:00
206,2022-12-12 00:00:00
207,2022-12-19 00:00:00
0,Month
206,2022-12-12 00:00:00
207,2022-12-19 00:00:00
208,2022-12-26 00:00:00
0,Month
207,2022-12-19 00:00:00
208,2022-12-26 00:00:00
209,2023-01-02 00:00:00
0,Month
208,2022-12-26 00:00:00
209,2023-01-02 00:00:00
210,2023-01-09 00:00:00
0,Month
209,2023-01-02 00:00:00
210,2023-01-09 00:00:00
211,2023-01-16 00:00:00
0,Month
