,Date
250,2019-01-28 00:00:00
251,Month
252,2021-03-01 00:00:00
253,2021-03-08 00:00:00
254,2021-03-15 00:00:00
255,Month
256,2022-04-11 00:00:00
257,2022-04-18 00:00:00
258,2022-04-25 00:00:00
259,Month
260,2020-11-09 00:00:00
261,2020-11-16 00:00:00
262,2020-11-23 00:00:00
263,Month
264,2018-02-05 00:00:00
265,2018-02-12 00:00:00
266,2018-02-19 00:00:00
267,Month
268,2020-08-24 00:00:00
269,2020-08-31 00:00:00
270,2020-09-07 00:00:00
271,Month
272,2018-01-08 00:00:00
273,2018-01-15 00:00:00
274,2018-01-22 00:00:00
275,Month
276,2021-02-15 00:00:00
277,2021-02-22 00:00:00
278,2021-03-01 00:00:00
279,Month
280,2018-01-01 00:00:00
281,2018-01-08 00:00:00
282,2018-01-15 00:00:00
283,Month
284,2018-05-21 00:00:00
285,2018-05-28 00:00:00
286,2018-06-04 00:00:00
287,Month
288,2022-05-23 00:00:00
289,2022-05-30 00:00:00
290,2022-06-06 00:00:00
291,Month
292,2019-08-26 00:00:00
293,2019-09-02 00:00:00
294,2019-09-09 00:00:00
295,Month
296,2018-08-27 00:00:00
297,2018-09-03 00:00:00
298,2018-09-10 00:00:00
299,Month
300,2021-06-14 00:00:00
301,2021-06-21 00:00:00
302,2021-06-28 00:00:00
303,Month
304,2022-08-08 00:00:00
305,2022-08-15 00:00:00
306,2022-08-22 00:00:00
307,Month
308,2022-01-10 00:00:00
309,2022-01-17 00:00:00
310,2022-01-24 00:00:00
311,Month
312,2018-03-05 00:00:00
313,2018-03-12 00:00:00
314,2018-03-19 00:00:00
315,Month
316,2022-02-28 00:00:00
317,2022-03-07 00:00:00
318,2022-03-14 00:00:00
319,Month
320,2021-09-20 00:00:00
321,2021-09-27 00:00:00
322,2021-10-04 00:00:00
323,Month
324,2021-07-05 00:00:00
325,2021-07-12 00:00:00
326,2021-07-19 00:00:00
327,Month
328,2023-01-02 00:00:00
329,2023-01-09 00:00:00
330,2023-01-16 00:00:00
331,Month
332,2020-08-03 00:00:00
333,2020-08-10 00:00:00
334,2020-08-17 00:00:00
335,Month
336,2018-06-18 00:00:00
337,2018-06-25 00:00:00
338,2018-07-02 00:00:00
339,Month
340,2019-03-18 00:00:00
341,2019-03-25 00:00:00
342,2019-04-01 00:00:00
343,Month
344,2020-11-02 00:00:00
345,2020-11-09 00:00:00
346,2020-11-16 00:00:00
347,Month
348,2019-07-01 00:00:00
349,2019-07-08 00:00:00
350,2019-07-15 00:00:00
351,Month
352,2018-03-19 00:00:00
353,2018-03-26 00:00:00
354,2018-04-02 00:00:00
355,Month
356,2019-11-04 00:00:00
357,2019-11-11 00:00:00
358,2019-11-18 00:00:00
359,Month
360,2019-06-17 00:00:00
361,2019-06-24 00:00:00
362,2019-07-01 00:00:00
363,Month
364,2018-12-17 00:00:00
365,2018-12-24 00:00:00
366,2018-12-31 00:00:00
367,Month
368,2022-02-07 00:00:00
369,2022-02-14 00:00:00
370,2022-02-21 00:00:00
371,Month
372,2021-04-05 00:00:00
373,2021-04-12 00:00:00
374,2021-04-19 00:00:00
375,Month
376,2020-11-16 00:00:00
377,2020-11-23 00:00:00
378,2020-11-30 00:00:00
379,Month
380,2020-10-05 00:00:00
381,2020-10-12 00:00:00
382,2020-10-19 00:00:00
383,Month
384,2021-03-08 00:00:00
385,2021-03-15 00:00:00
386,2021-03-22 00:00:00
387,Month
388,2019-08-19 00:00:00
389,2019-08-26 00:00:00
390,2019-09-02 00:00:00
391,Month
392,2020-10-19 00:00:00
393,2020-10-26 00:00:00
394,2020-11-02 00:00:00
395,Month
396,2020-01-13 00:00:00
397,2020-01-20 00:00:00
398,2020-01-27 00:00:00
399,Month
400,2020-02-03 00:00:00
401,2020-02-10 00:00:00
402,2020-02-17 00:00:00
403,Month
404,2019-03-25 00:00:00
405,2019-04-01 00:00:00
406,2019-04-08 00:00:00
407,Month
408,2019-06-03 00:00:00
409,2019-06-10 00:00:00
410,2019-06-17 00:00:00
411,Month
412,2020-03-09 00:00:00
413,2020-03-16 00:00:00
414,2020-03-23 00:00:00
415,Month
416,2019-05-13 00:00:00
417,2019-05-20 00:00:00
418,2019-05-27 00:00:00
419,Month
420,2020-04-27 00:00:00
421,2020-05-04 00:00:00
422,2020-05-11 00:00:00
423,Month
424,2020-09-28 00:00:00
425,2020-10-05 00:00:00
426,2020-10-12 00:00:00
427,Month
428,2018-06-11 00:00:00
429,2018-06-18 00:00:00
430,2018-06-25 00:00:00
431,Month
432,2022-09-12 00:00:00
433,2022-09-19 00:00:00
434,2022-09-26 00:00:00
435,Month
436,2019-12-23 00:00:00
437,2019-12-30 00:00:00
438,2020-01-06 00:00:00
439,Month
440,2018-09-10 00:00:00
441,2018-09-17 00:00:00
442,2018-09-24 00:00:00
443,Month
444,2019-06-10 00:00:00
445,2019-06-17 00:00:00
446,2019-06-24 00:00:00
447,Month
448,2022-08-15 00:00:00
449,2022-08-22 00:00:00
450,2022-08-29 00:00:00
451,Month
452,2022-06-06 00:00:00
453,2022-06-13 00:00:00
454,2022-06-20 00:00:00
455,Month
456,2020-07-13 00:00:00
457,2020-07-20 00:00:00
458,2020-07-27 00:00:00
459,Month
460,2021-11-08 00:00:00
461,2021-11-15 00:00:00
462,2021-11-22 00:00:00
463,Month
464,2019-09-30 00:00:00
465,2019-10-07 00:00:00
466,2019-10-14 00:00:00
467,Month
468,2018-08-06 00:00:00
469,2018-08-13 00:00:00
470,2018-08-20 00:00:00
471,Month
472,2021-05-17 00:00:00
473,2021-05-24 00:00:00
474,2021-05-31 00:00:00
475,Month
476,2022-07-25 00:00:00
477,2022-08-01 00:00:00
478,2022-08-08 00:00:00
479,Month
480,2020-05-18 00:00:00
481,2020-05-25 00:00:00
482,2020-06-01 00:00:00
483,Month
484,2018-01-29 00:00:00
485,2018-02-05 00:00:00
486,2018-02-12 00:00:00
487,Month
488,2022-10-03 00:00:00
489,2022-10-10 00:00:00
490,2022-10-17 00:00:00
491,Month
492,2021-01-25 00:00:00
493,2021-02-01 00:00:00
494,2021-02-08 00:00:00
495,Month
496,2021-11-15 00:00:00
497,2021-11-22 00:00:00
498,2021-11-29 00:00:00
499,Month
500,2019-01-28 00:00:00
501,2019-02-04 00:00:00
502,2019-02-11 00:00:00
503,Month
504,2020-07-06 00:00:00
505,2020-07-13 00:00:00
506,2020-07-20 00:00:00
507,Month
508,2019-04-08 00:00:00
509,2019-04-15 00:00:00
510,2019-04-22 00:00:00
511,Month
512,2021-08-02 00:00:00
513,2021-08-09 00:00:00
514,2021-08-16 00:00:00
515,Month
516,2021-06-07 00:00:00
517,2021-06-14 00:00:00
518,2021-06-21 00:00:00
519,Month
520,2020-05-11 00:00:00
521,2020-05-18 00:00:00
522,2020-05-25 00:00:00
523,Month
524,2022-01-17 00:00:00
525,2022-01-24 00:00:00
526,2022-01-31 00:00:00
527,Month
528,2021-05-10 00:00:00
529,2021-05-17 00:00:00
530,2021-05-24 00:00:00
531,Month
532,2022-08-22 00:00:00
533,2022-08-29 00:00:00
534,2022-09-05 00:00:00
535,Month
536,2018-09-24 00:00:00
537,2018-10-01 00:00:00
538,2018-10-08 00:00:00
539,Month
540,2021-11-22 00:00:00
541,2021-11-29 00:00:00
542,2021-12-06 00:00:00
543,Month
544,2018-02-19 00:00:00
545,2018-02-26 00:00:00
546,2018-03-05 00:00:00
547,Month
548,2022-11-21 00:00:00
549,2022-11-28 00:00:00
550,2022-12-05 00:00:00
551,Month
552,2022-10-10 00:00:00
553,2022-10-17 00:00:00
554,2022-10-24 00:00:00
555,Month
556,2020-01-27 00:00:00
557,2020-02-03 00:00:00
558,2020-02-10 00:00:00
559,Month
560,2021-07-26 00:00:00
561,2021-08-02 00:00:00
562,2021-08-09 00:00:00
563,Month
564,2020-06-08 00:00:00
565,2020-06-15 00:00:00
566,2020-06-22 00:00:00
567,Month
568,2022-02-21 00:00:00
569,2022-02-28 00:00:00
570,2022-03-07 00:00:00
571,Month
572,2022-04-04 00:00:00
573,2022-04-11 00:00:00
574,2022-04-18 00:00:00
575,Month
576,2021-09-27 00:00:00
577,2021-10-04 00:00:00
578,2021-10-11 00:00:00
579,Month
580,2018-06-25 00:00:00
581,2018-07-02 00:00:00
582,2018-07-09 00:00:00
583,Month
584,2019-09-09 00:00:00
585,2019-09-16 00:00:00
586,2019-09-23 00:00:00
587,Month
588,2020-12-21 00:00:00
589,2020-12-28 00:00:00
590,2021-01-04 00:00:00
591,Month
592,2019-07-08 00:00:00
593,2019-07-15 00:00:00
594,2019-07-22 00:00:00
595,Month
596,2021-02-22 00:00:00
597,2021-03-01 00:00:00
598,2021-03-08 00:00:00
599,Month
600,2019-07-22 00:00:00
601,2019-07-29 00:00:00
602,2019-08-05 00:00:00
603,Month
604,2020-06-15 00:00:00
605,2020-06-22 00:00:00
606,2020-06-29 00:00:00
607,Month
608,2019-02-25 00:00:00
609,2019-03-04 00:00:00
610,2019-03-11 00:00:00
611,Month
612,2021-09-06 00:00:00
613,2021-09-13 00:00:00
614,2021-09-20 00:00:00
615,Month
616,2018-05-28 00:00:00
617,2018-06-04 00:00:00
618,2018-06-11 00:00:00
619,Month
620,2020-03-02 00:00:00
621,2020-03-09 00:00:00
622,2020-03-16 00:00:00
623,Month
624,2022-12-12 00:00:00
625,2022-12-19 00:00:00
626,2022-12-26 00:00:00
627,Month
628,2022-05-30 00:00:00
629,2022-06-06 00:00:00
630,2022-06-13 00:00:00
631,Month
632,2022-01-03 00:00:00
633,2022-01-10 00:00:00
634,2022-01-17 00:00:00
635,Month
636,2021-10-25 00:00:00
637,2021-11-01 00:00:00
638,2021-11-08 00:00:00
639,Month
640,2021-02-08 00:00:00
641,2021-02-15 00:00:00
642,2021-02-22 00:00:00
643,Month
644,2020-05-04 00:00:00
645,2020-05-11 00:00:00
646,2020-05-18 00:00:00
647,Month
648,2018-12-10 00:00:00
649,2018-12-17 00:00:00
650,2018-12-24 00:00:00
651,Month
652,2021-09-13 00:00:00
653,2021-09-20 00:00:00
654,2021-09-27 00:00:00
655,Month
656,2021-05-03 00:00:00
657,2021-05-10 00:00:00
658,2021-05-17 00:00:00
659,Month
660,2019-02-18 00:00:00
661,2019-02-25 00:00:00
662,2019-03-04 00:00:00
663,Month
664,2018-06-04 00:00:00
665,2018-06-11 00:00:00
666,2018-06-18 00:00:00
667,Month
668,2019-10-28 00:00:00
669,2019-11-04 00:00:00
670,2019-11-11 00:00:00
671,Month
672,2020-11-30 00:00:00
673,2020-12-07 00:00:00
674,2020-12-14 00:00:00
675,Month
676,2020-10-12 00:00:00
677,2020-10-19 00:00:00
678,2020-10-26 00:00:00
679,Month
680,2018-07-16 00:00:00
681,2018-07-23 00:00:00
682,2018-07-30 00:00:00
683,Month
684,2018-02-26 00:00:00
685,2018-03-05 00:00:00
686,2018-03-12 00:00:00
687,Month
688,2022-11-07 00:00:00
689,2022-11-14 00:00:00
690,2022-11-21 00:00:00
691,Month
692,2022-09-05 00:00:00
693,2022-09-12 00:00:00
694,2022-09-19 00:00:00
695,Month
696,2022-07-18 00:00:00
697,2022-07-25 00:00:00
698,2022-08-01 00:00:00
699,Month
700,2020-07-27 00:00:00
701,2020-08-03 00:00:00
702,2020-08-10 00:00:00
703,Month
704,2021-08-09 00:00:00
705,2021-08-16 00:00:00
706,2021-08-23 00:00:00
707,Month
708,2019-08-05 00:00:00
709,2019-08-12 00:00:00
710,2019-08-19 00:00:00
711,Month
712,2018-01-22 00:00:00
713,2018-01-29 00:00:00
714,2018-02-05 00:00:00
715,Month
716,2021-07-12 00:00:00
717,2021-07-19 00:00:00
718,2021-07-26 00:00:00
719,Month
720,2019-05-06 00:00:00
721,2019-05-13 00:00:00
722,2019-05-20 00:00:00
723,Month
724,2022-10-31 00:00:00
725,2022-11-07 00:00:00
726,2022-11-14 00:00:00
727,Month
728,2020-10-26 00:00:00
729,2020-11-02 00:00:00
730,2020-11-09 00:00:00
731,Month
732,2022-10-17 00:00:00
733,2022-10-24 00:00:00
734,2022-10-31 00:00:00
735,Month
736,2021-10-11 00:00:00
737,2021-10-18 00:00:00
738,2021-10-25 00:00:00
739,Month
740,2019-02-11 00:00:00
741,2019-02-18 00:00:00
742,2019-02-25 00:00:00
743,Month
744,2022-07-04 00:00:00
745,2022-07-11 00:00:00
746,2022-07-18 00:00:00
747,Month
748,2022-10-24 00:00:00
749,2022-10-31 00:00:00
750,2022-11-07 00:00:00
751,Month
752,2020-02-17 00:00:00
753,2020-02-24 00:00:00
754,2020-03-02 00:00:00
755,Month
756,2021-12-13 00:00:00
757,2021-12-20 00:00:00
758,2021-12-27 00:00:00
759,Month
760,2018-04-09 00:00:00
761,2018-04-16 00:00:00
762,2018-04-23 00:00:00
763,Month
764,2018-11-05 00:00:00
765,2018-11-12 00:00:00
766,2018-11-19 00:00:00
767,Month
768,2019-01-21 00:00:00
769,2019-01-28 00:00:00
770,2019-02-04 00:00:00
771,Month
772,2018-05-07 00:00:00
773,2018-05-14 00:00:00
774,2018-05-21 00:00:00
775,Month
776,2018-08-13 00:00:00
777,2018-08-20 00:00:00
778,2018-08-27 00:00:00
779,Month
780,2019-08-12 00:00:00
781,2019-08-19 00:00:00
782,2019-08-26 00:00:00
783,Month
784,2021-01-11 00:00:00
785,2021-01-18 00:00:00
786,2021-01-25 00:00:00
787,Month
788,2018-04-23 00:00:00
789,2018-04-30 00:00:00
790,2018-05-07 00:00:00
791,Month
792,2019-04-01 00:00:00
793,2019-04-08 00:00:00
794,2019-04-15 00:00:00
795,Month
796,2022-03-28 00:00:00
797,2022-04-04 00:00:00
798,2022-04-11 00:00:00
799,Month
800,2022-11-28 00:00:00
801,2022-12-05 00:00:00
802,2022-12-12 00:00:00
803,Month
804,2019-04-22 00:00:00
805,2019-04-29 00:00:00
806,2019-05-06 00:00:00
807,Month
808,2022-04-25 00:00:00
809,2022-05-02 00:00:00
810,2022-05-09 00:00:00
811,Month
812,2018-12-24 00:00:00
813,2018-12-31 00:00:00
814,2019-01-07 00:00:00
815,Month
816,2021-04-26 00:00:00
817,2021-05-03 00:00:00
818,2021-05-10 00:00:00
819,Month
820,2021-03-22 00:00:00
821,2021-03-29 00:00:00
822,2021-04-05 00:00:00
823,Month
824,2018-10-22 00:00:00
825,2018-10-29 00:00:00
826,2018-11-05 00:00:00
827,Month
828,2019-07-15 00:00:00
829,2019-07-22 00:00:00
830,2019-07-29 00:00:00
831,Month
832,2021-05-31 00:00:00
833,2021-06-07 00:00:00
834,2021-06-14 00:00:00
835,Month
836,2020-02-10 00:00:00
837,2020-02-17 00:00:00
838,2020-02-24 00:00:00
839,Month
840,2018-12-31 00:00:00
841,2019-01-07 00:00:00
842,2019-01-14 00:00:00
843,Month
844,2019-09-02 00:00:00
845,2019-09-09 00:00:00
846,2019-09-16 00:00:00
847,Month
848,2019-10-14 00:00:00
849,2019-10-21 00:00:00
850,2019-10-28 00:00:00
851,Month
852,2018-07-23 00:00:00
853,2018-07-30 00:00:00
854,2018-08-06 00:00:00
855,Month
856,2022-04-18 00:00:00
857,2022-04-25 00:00:00
858,2022-05-02 00:00:00
859,Month
860,2019-11-18 00:00:00
861,2019-11-25 00:00:00
862,2019-12-02 00:00:00
863,Month
864,2020-06-22 00:00:00
865,2020-06-29 00:00:00
866,2020-07-06 00:00:00
867,Month
868,2020-09-07 00:00:00
869,2020-09-14 00:00:00
870,2020-09-21 00:00:00
871,Month
872,2022-08-01 00:00:00
873,2022-08-08 00:00:00
874,2022-08-15 00:00:00
875,Month
876,2020-01-20 00:00:00
877,2020-01-27 00:00:00
878,2020-02-03 00:00:00
879,Month
880,2021-10-18 00:00:00
881,2021-10-25 00:00:00
882,2021-11-01 00:00:00
883,Month
884,2021-08-30 00:00:00
885,2021-09-06 00:00:00
886,2021-09-13 00:00:00
887,Month
888,2021-03-29 00:00:00
889,2021-04-05 00:00:00
890,2021-04-12 00:00:00
891,Month
892,2022-03-21 00:00:00
893,2022-03-28 00:00:00
894,2022-04-04 00:00:00
895,Month
896,2019-06-24 00:00:00
897,2019-07-01 00:00:00
898,2019-07-08 00:00:00
899,Month
900,2022-06-27 00:00:00
901,2022-07-04 00:00:00
902,2022-07-11 00:00:00
903,Month
904,2019-10-21 00:00:00
905,2019-10-28 00:00:00
906,2019-11-04 00:00:00
907,Month
908,2022-02-14 00:00:00
909,2022-02-21 00:00:00
910,2022-02-28 00:00:00
911,Month
912,2020-11-23 00:00:00
913,2020-11-30 00:00:00
914,2020-12-07 00:00:00
915,Month
916,2022-05-16 00:00:00
917,2022-05-23 00:00:00
918,2022-05-30 00:00:00
919,Month
920,2018-04-02 00:00:00
921,2018-04-09 00:00:00
922,2018-04-16 00:00:00
923,Month
924,2020-08-17 00:00:00
925,2020-08-24 00:00:00
926,2020-08-31 00:00:00
927,Month
928,2020-05-25 00:00:00
929,2020-06-01 00:00:00
930,2020-06-08 00:00:00
931,Month
932,2022-12-19 00:00:00
933,2022-12-26 00:00:00
934,2023-01-02 00:00:00
935,Month
936,2021-05-24 00:00:00
937,2021-05-31 00:00:00
938,2021-06-07 00:00:00
939,Month
940,2022-05-09 00:00:00
941,2022-05-16 00:00:00
942,2022-05-23 00:00:00
943,Month
944,2020-12-07 00:00:00
945,2020-12-14 00:00:00
946,2020-12-21 00:00:00
947,Month
948,2018-07-30 00:00:00
949,2018-08-06 00:00:00
950,2018-08-13 00:00:00
951,Month
952,2022-03-14 00:00:00
953,2022-03-21 00:00:00
954,2022-03-28 00:00:00
955,Month
956,2020-12-28 00:00:00
957,2021-01-04 00:00:00
958,2021-01-11 00:00:00
959,Month
960,2020-12-14 00:00:00
961,2020-12-21 00:00:00
962,2020-12-28 00:00:00
963,Month
964,2019-07-29 00:00:00
965,2019-08-05 00:00:00
966,2019-08-12 00:00:00
967,Month
968,2019-11-25 00:00:00
969,2019-12-02 00:00:00
970,2019-12-09 00:00:00
971,Month
972,2020-03-16 00:00:00
973,2020-03-23 00:00:00
974,2020-03-30 00:00:00
975,Month
976,2018-05-14 00:00:00
977,2018-05-21 00:00:00
978,2018-05-28 00:00:00
979,Month
980,2019-12-30 00:00:00
981,2020-01-06 00:00:00
982,2020-01-13 00:00:00
983,Month
984,2021-07-19 00:00:00
985,2021-07-26 00:00:00
986,2021-08-02 00:00:00
987,Month
988,2019-05-27 00:00:00
989,2019-06-03 00:00:00
990,2019-06-10 00:00:00
991,Month
992,2020-01-06 00:00:00
993,2020-01-13 00:00:00
994,2020-01-20 00:00:00
995,Month
996,2019-12-16 00:00:00
997,2019-12-23 00:00:00
998,2019-12-30 00:00:00
999,Month
1000,2018-10-29 00:00:00
1001,2018-11-05 00:00:00
1002,2018-11-12 00:00:00
1003,Month
1004,2018-10-15 00:00:00
1005,2018-10-22 00:00:00
1006,2018-10-29 00:00:00
1007,Month
1008,2018-03-12 00:00:00
1009,2018-03-19 00:00:00
1010,2018-03-26 00:00:00
1011,Month
1012,2021-08-16 00:00:00
1013,2021-08-23 00:00:00
1014,2021-08-30 00:00:00
1015,Month
1016,2018-08-20 00:00:00
1017,2018-08-27 00:00:00
1018,2018-09-03 00:00:00
1019,Month
1020,2019-03-11 00:00:00
1021,2019-03-18 00:00:00
1022,2019-03-25 00:00:00
1023,Month
1024,2021-11-29 00:00:00
1025,2021-12-06 00:00:00
1026,2021-12-13 00:00:00
1027,Month
1028,2019-05-20 00:00:00
1029,2019-05-27 00:00:00
1030,2019-06-03 00:00:00
1031,Month
1032,2020-03-23 00:00:00
1033,2020-03-30 00:00:00
1034,2020-04-06 00:00:00
1035,Month
1036,2018-11-19 00:00:00
1037,2018-11-26 00:00:00
1038,2018-12-03 00:00:00
1039,Month
1040,2019-12-09 00:00:00
1041,2019-12-16 00:00:00
1042,2019-12-23 00:00:00
1043,Month
1044,2022-12-05 00:00:00
1045,2022-12-12 00:00:00
1046,2022-12-19 00:00:00
1047,Month
